7.9162,14.329,0.37908,1.0791
7.5835,14.251,0.32841,1.2021
7.2115,14.134,0.28208,1.34
6.7958,13.973,0.23986,1.4932
6.332,13.766,0.20151,1.6616
5.8155,13.509,0.16679,1.8442
5.2413,13.197,0.13544,2.0388
4.605,12.826,0.10723,2.2416
3.9023,12.392,0.081922,2.4469
3.1305,11.89,0.059334,2.6464
2.2909,11.315,0.039326,2.8281
1.3967,10.665,0.021912,2.9754
0.51262,9.9422,0.0076864,3.0668
0.020114,9.1705,0.00071853,3.0923
0.0017229,8.423,0.00042748,3.0966
0.001799,7.7232,0.00039439,3.1002
0.0019696,7.0702,0.00036493,3.1035
0.002161,6.4624,0.00033797,3.1067
0.0023751,5.8981,0.00031346,3.1096
0.0026151,5.3754,0.00029133,3.1123
0.0028844,4.8924,0.00027153,3.1149
0.0031867,4.4471,0.000254,3.1173
0.0035268,4.0375,0.00023869,3.1195
0.0039095,3.6615,0.00022557,3.1217
0.004341,3.3169,0.0002146,3.1237
0.0048281,3.0019,0.00020578,3.1257
0.0053785,2.7144,0.00019911,3.1276
0.0060017,2.4523,0.00019461,3.1294
0.0067083,2.214,0.00019232,3.1312
0.0075106,1.9974,0.00019232,3.133
0.0084235,1.801,0.00019472,3.1349
0.0094643,1.6231,0.00019965,3.1367
0.010653,1.4622,0.00020731,3.1387
0.012014,1.3168,0.00021794,3.1407
0.013575,1.1856,0.00023185,3.1428
0.015372,1.0673,0.00024942,3.1451
0.017443,0.96089,0.00027111,3.1476
0.019839,0.86523,0.00029752,3.1503
0.022616,0.77938,0.00032934,3.1533
0.025846,0.70245,0.00036747,3.1566
0.029611,0.63366,0.00041295,3.1603
0.034014,0.57229,0.00046707,3.1645
0.039174,0.51769,0.0005314,3.1693
0.045239,0.46932,0.00060783,3.1747
0.052382,0.42666,0.00069865,3.1809
0.060813,0.38928,0.00080662,3.1881
0.070777,0.35684,0.00093502,3.1963
0.082567,0.32904,0.0010878,3.2059
0.096528,0.30563,0.0012696,3.217
0.11306,0.28647,0.0014859,3.2299
0.13262,0.27145,0.0017431,3.245
0.15575,0.26055,0.0020489,3.2626
0.18306,0.2538,0.002412,3.2832
0.21523,0.25132,0.0028424,3.3073
0.25304,0.25331,0.003352,3.3354
0.29736,0.26004,0.0039545,3.3683
0.34917,0.27185,0.0046657,3.4066
0.40957,0.28919,0.005504,3.4511
0.47978,0.31261,0.0064913,3.5027
0.56117,0.34273,0.0076533,3.5624
0.65527,0.38033,0.0090204,3.6312
0.76381,0.42627,0.01063,3.7102
0.88872,0.48158,0.012525,3.8006
1.0322,0.54742,0.014762,3.9035
1.1966,0.62513,0.017407,4.0202
1.3846,0.71624,0.020545,4.1518
1.5995,0.8225,0.024282,4.2995
1.8445,0.94591,0.028757,4.4643
2.1234,1.0887,0.034147,4.6471
2.4405,1.2536,0.040693,4.8487
2.8005,1.4433,0.048717,5.0693
3.2084,1.6613,0.058674,5.3088
3.6697,1.9112,0.071213,5.5667
4.1904,2.1973,0.087302,5.8412
4.7765,2.5244,0.10845,6.1295
5.4341,2.8975,0.13713,6.4267
6.1684,3.3225,0.17768,6.7245
6.9828,3.8054,0.23847,7.0084
7.8757,4.3522,0.33755,7.2513
8.8332,4.9681,0.52035,7.3968
9.8068,5.6548,0.92218,7.3057
10.64,6.4032,1.9688,6.5789
10.885,7.1703,4.5749,4.222
9.865,7.84,7.4563,0.7082
8.3494,8.2913,5.4339,0.15008
7.6928,8.5724,1.5672,0.25965
7.9796,8.8215,0.3511,0.57422
8.3807,9.1011,0.42226,0.85624
8.796,9.4137,0.5221,1.0628
9.2107,9.7583,0.6647,1.1738
9.6002,10.132,0.86955,1.1645
9.9286,10.528,1.1484,1.0214
10.155,10.936,1.4672,0.78097
10.26,11.341,1.7216,0.54777
10.263,11.73,1.8237,0.40607
10.202,12.093,1.7812,0.34965
10.116,12.427,1.6506,0.34106
10.024,12.733,1.4889,0.3564
9.9341,13.011,1.3371,0.38357
9.8419,13.264,1.2103,0.41568
9.7414,13.492,1.1033,0.4497
9.6286,13.695,1.0061,0.48585
9.5016,13.873,0.91378,0.52591
9.3591,14.026,0.82571,0.57157
9.1995,14.152,0.74263,0.62403
9.0209,14.252,0.66486,0.68428
8.8208,14.323,0.59239,0.75333
8.5968,14.365,0.52508,0.83231
8.3458,14.375,0.46278,0.92242
8.0647,14.351,0.40531,1.0249
7.7499,14.292,0.35248,1.1409
7.3977,14.194,0.30409,1.2714
7.004,14.055,0.25992,1.4171
6.5644,13.872,0.21974,1.5782
6.0743,13.64,0.18329,1.754
5.5291,13.355,0.15033,1.9431
4.9238,13.014,0.12063,2.1424
4.2542,12.611,0.093937,2.3474
3.5165,12.143,0.070049,2.551
2.7097,11.604,0.048795,2.7432
1.8393,10.991,0.030097,2.9098
0.93453,10.303,0.014153,3.0313
0.16084,9.5487,0.0026733,3.0873
0.0026916,8.7816,0.0004584,3.0956
0.0017272,8.0584,0.00040975,3.0993
0.0018839,7.3828,0.00037898,3.1028
0.002065,6.7532,0.00035081,3.106
0.0022677,6.1679,0.00032511,3.1091
0.0024947,5.6252,0.00030183,3.1119
0.0027492,5.1231,0.0002809,3.1145
0.0030349,4.6597,0.00026227,3.117
0.003356,4.2329,0.00024588,3.1193
0.0037172,3.8408,0.00023169,3.1215
0.0041242,3.4811,0.00021968,3.1236
0.0045833,3.152,0.00020982,3.1256
0.0051016,2.8513,0.00020209,3.1275
0.0056883,2.577,0.00019653,3.1294
0.0063526,2.3274,0.00019315,3.1312
0.0071067,2.1004,0.00019203,3.133
